id,status_group
51766,non functional
9386,functional
41603,non functional
68640,non functional
51214,functional
16586,functional
50014,non functional
22248,non functional
24376,non functional
14662,functional
46014,functional
9929,functional
2212,non functional
25003,non functional
56402,functional
1410,non functional
8620,functional
48747,functional
67386,functional
44018,non functional
17744,non functional
65883,functional
7716,functional
43806,functional
65928,functional
70841,functional
26429,functional
46854,non functional
13136,functional
38500,functional
25230,functional
65122,functional
4718,functional
1615,non functional
42065,functional
61692,non functional
16871,non functional
56557,functional
35572,functional
43485,non functional
36646,functional
8345,functional
20973,non functional
62697,functional
18218,functional
34322,functional
44310,non functional
51358,non functional
40028,functional
57215,functional
64888,functional
28037,functional
38088,functional
16301,functional
68359,non functional
1301,functional needs repair
34465,non functional
58899,non functional
430,non functional
68367,functional
30582,functional
61976,functional
65802,functional
26456,non functional
68618,non functional
17378,functional
35721,functional
31026,non functional
31685,functional
69394,functional
4733,non functional
7354,functional
17855,functional
3260,functional
30394,functional needs repair
69570,non functional
67544,functional
10890,functional
31931,functional
27235,functional
18844,functional
68223,functional
44923,non functional
2918,functional
14823,non functional
24669,non functional
7381,functional
37166,functional
25958,non functional
73827,non functional
15676,functional
73591,functional
45648,functional
13047,functional
27796,functional
56518,functional
72182,functional
49076,functional
41549,functional
3557,functional
829,functional
36275,functional
3979,functional
37261,functional needs repair
49308,functional
61174,functional
73673,functional
54256,non functional
12869,functional
5420,non functional
69171,functional
43945,non functional
69651,functional
35723,non functional
42459,functional
49021,functional
14078,non functional
12011,functional
1268,functional
63488,functional
28769,functional
19465,non functional
46515,non functional
9861,functional
50214,functional
12239,functional
52438,functional
41527,functional needs repair
49596,non functional
68302,non functional
15907,non functional
61673,non functional
45396,functional
59306,functional
14651,functional
30894,functional
34235,non functional
16111,functional
58491,non functional
67094,functional
31524,non functional
65781,non functional
74178,functional
50405,functional
40648,functional
57877,functional
32069,non functional
10640,non functional
69304,functional
17076,non functional
74019,functional
253,functional
35514,functional
49089,non functional
26108,non functional
14798,non functional
38971,functional
3403,functional
44659,functional needs repair
60294,functional
42401,functional
46225,functional
17625,non functional
73158,functional
55897,non functional
58001,non functional
4080,functional
21879,non functional
32806,functional
52470,non functional
56242,non functional
13736,functional
13547,functional
48843,non functional
4474,functional
65670,functional
60020,functional
22128,functional
32582,non functional
26611,functional needs repair
54145,non functional
41704,non functional
58890,non functional
51748,functional
64637,non functional
4811,functional
10812,functional
10232,non functional
3342,functional
51514,non functional
30900,functional
61409,functional
47920,functional
16771,functional needs repair
66244,functional
63043,functional
42872,functional
37102,non functional
1351,functional
36483,non functional
26330,non functional
69312,non functional
18634,non functional
44401,functional
73964,functional
27308,functional
26437,non functional
35326,non functional
8223,functional
51833,non functional
24631,functional
12880,non functional
46920,non functional
70392,non functional
49919,non functional
46266,functional
10836,functional
56301,non functional
22014,functional
62571,functional
43370,functional
67089,functional
49253,non functional
72146,non functional
58007,functional
22934,functional
41797,functional
34105,non functional
19531,non functional
49930,non functional
40889,non functional
20641,non functional
4991,functional
16427,functional
25087,non functional
2380,functional
57204,functional
63038,functional
42706,functional
73209,functional
17704,functional
59718,functional
13770,functional
14590,functional
2806,functional
13584,functional
74125,functional
64467,non functional
4212,functional
4534,non functional
40544,functional
59878,functional
357,non functional
46447,functional needs repair
59023,functional
11209,non functional
65688,functional
13284,non functional
25124,non functional
43948,functional needs repair
73800,functional
67884,functional
43487,functional
56372,non functional
730,functional
42744,non functional
2333,non functional
33724,functional
26946,functional
65187,functional
65919,functional
65114,non functional
72966,functional
54207,non functional
72450,functional needs repair
30286,functional
33183,functional
14588,functional
3983,non functional
61471,non functional
44931,functional
47827,functional
58953,non functional
18699,functional
22386,functional
2539,non functional
16650,functional
13619,functional
45927,functional
33530,functional needs repair
6761,functional
29852,non functional
59742,functional
50776,non functional
8952,non functional
73670,functional
12364,non functional
38872,non functional
62522,functional
10699,functional
43376,functional needs repair
55300,functional
60659,functional
46336,functional
44082,functional
32488,functional
71719,non functional
36118,non functional
43133,functional
18467,functional
44039,non functional
33732,functional
28347,non functional
73236,functional
26795,functional
6397,non functional
48429,functional
58868,non functional
53178,functional
63714,functional
8180,functional
42619,functional
20681,non functional
14098,functional needs repair
39520,functional
47450,functional needs repair
55694,functional
19003,non functional
66524,non functional
20281,non functional
67998,functional
25520,non functional
70982,functional
37201,functional
71113,functional needs repair
65762,functional
39461,functional
25366,non functional
29532,non functional
38324,functional
51271,non functional
70179,non functional
22482,functional
58468,functional
33449,functional
66916,functional
29892,functional
1948,functional
7933,functional
18408,functional
57066,functional
63306,functional needs repair
29465,functional
61727,functional
30077,functional
19705,non functional
36866,functional
66845,functional
19715,functional
3923,non functional
10583,non functional
60707,functional
36919,non functional
47614,non functional
49270,non functional
56937,non functional
35382,functional
21430,functional
22831,functional
31051,functional
14855,non functional
47774,non functional
16689,functional
476,non functional
25145,functional
7383,functional
10775,functional
49756,functional
54487,non functional
49215,functional
12627,functional
34583,functional
33251,functional
24378,functional
15927,non functional
47345,functional
67698,non functional
47890,non functional
31542,functional
49398,functional needs repair
4484,functional
61341,functional
17497,non functional
45516,non functional
23497,functional
17758,functional
39022,functional
9275,functional
49692,functional
49068,non functional
35980,functional
63449,functional
7415,functional
15416,functional
30923,functional
41735,functional
5554,functional
32669,non functional
38119,non functional
71322,functional
55361,functional
72758,functional
56618,functional
13913,functional
5039,non functional
1343,functional
21844,functional
19763,functional
70797,non functional
50146,functional
66248,functional
46421,functional
60910,functional
10627,functional
41813,non functional
44884,functional
56223,non functional
58562,functional
49465,non functional
49607,functional
24766,functional
19004,functional
11446,non functional
59068,functional
12115,functional
19294,non functional
7359,non functional
44083,functional
16644,functional
40704,non functional
27116,non functional
47628,functional
31853,functional
9293,functional
58188,non functional
24199,non functional
32299,non functional
20830,functional
28735,functional
1756,non functional
21814,non functional
25655,functional
55413,non functional
41185,functional
23162,functional
69711,functional
72215,functional
47359,functional
5734,functional
8461,functional
25513,functional
7513,functional
73473,functional
56886,functional
45573,non functional
73981,functional
60442,functional
10184,non functional
25049,functional
19136,non functional
14991,functional
57726,non functional
58136,functional
29986,functional
10761,functional needs repair
22925,functional
335,functional
29885,non functional
33890,functional
45538,functional
11411,non functional
69237,functional
64194,functional
58650,non functional
34596,functional
9768,non functional
37028,non functional
40589,functional
30186,non functional
52975,functional
60009,functional
41262,functional needs repair
57152,functional
66522,functional
34463,non functional
17720,non functional
29259,non functional
36270,functional
51617,functional
48312,functional
52253,functional
17538,functional needs repair
8679,non functional
4483,non functional
16952,functional
30038,functional
65709,functional
43118,non functional
54842,non functional
74226,functional
34317,functional
26015,non functional
30522,non functional
10468,functional
42621,functional
23567,functional
55371,functional
28182,functional
8483,functional
23701,non functional
62009,functional
65191,functional
33978,functional
62525,functional
50470,functional
51139,functional
34138,functional
55736,functional
32438,non functional
27076,functional
52699,functional
19621,non functional
48327,non functional
3320,functional
52842,non functional
42785,functional
39781,functional
31669,functional
39597,functional
42082,functional needs repair
71675,functional
66402,non functional
4597,non functional
63477,functional
13168,functional
16045,functional
22785,non functional
28998,functional
28473,functional
60015,functional
25060,functional needs repair
32851,non functional
73343,functional
10685,functional
3679,functional needs repair
71806,functional
10349,functional
10692,functional
71589,non functional
66262,functional
74135,functional
57620,functional
72566,non functional
7748,functional
18569,functional
24966,non functional
56486,non functional
23151,functional
28535,non functional
33136,functional
53347,functional
5824,non functional
18058,functional
17035,functional
12133,non functional
10695,non functional
51505,non functional
12905,functional
48896,functional
17550,non functional
71006,functional
21866,functional
40679,non functional
39740,functional
73832,functional
589,non functional
20321,functional
6888,functional
47101,functional
40261,functional
29077,functional
59772,functional
4987,functional
46657,functional
50848,functional
198,non functional
3445,functional
44783,functional
16258,functional
15329,non functional
13275,functional
69154,functional needs repair
44680,functional
5422,functional
73157,non functional
53681,functional
52533,non functional
32892,non functional
223,functional
50663,functional
35406,functional
26,non functional
64816,functional
63215,functional needs repair
65404,functional
37827,functional
27606,non functional
33685,functional
71935,functional
18320,functional
11576,non functional
39681,non functional
24405,non functional
59520,non functional
5252,functional
10103,functional
69707,non functional
9303,functional
16703,functional
61621,non functional
24157,non functional
5332,functional
52560,functional
29814,non functional
73101,functional
57831,non functional
15022,non functional
70669,functional
12623,functional
65672,functional
69417,non functional
63527,functional
19391,non functional
42776,functional needs repair
29047,functional
67971,non functional
40471,functional needs repair
30249,functional
51004,non functional
14120,functional
21907,non functional
42399,non functional
25570,functional
41224,non functional
2817,functional
61851,functional
39039,non functional
5070,non functional
67308,non functional
42547,non functional
49275,non functional
7665,functional
55214,functional
60665,non functional
47260,functional
18816,functional
51134,functional
20496,functional
58290,functional
9771,non functional
69351,functional
44140,functional
41908,functional
72452,non functional
65028,functional
64872,non functional
20991,functional
26885,non functional
20605,functional
71995,functional
7303,functional
6682,non functional
31605,functional
33964,non functional
19992,functional needs repair
1617,non functional
15949,functional
21469,non functional
17734,non functional
25223,non functional
39994,non functional
29291,functional
52052,non functional
51243,functional
62299,functional
37719,functional
795,functional
57054,functional
17163,functional
59226,functional needs repair
7253,functional
49271,non functional
62377,functional
62100,functional
9853,non functional
23515,functional
59253,functional
62660,non functional
13629,non functional
66317,functional
19697,functional
50473,functional
42344,functional
54988,non functional
43598,functional
58427,functional
62735,non functional
64815,functional
27324,functional
20305,functional
9694,functional
38603,non functional
62657,functional
32833,functional
8908,functional
16792,functional
60686,functional
15432,functional
62054,functional
71788,non functional
27906,functional
42471,functional needs repair
32585,functional
33421,functional
72135,functional
54785,non functional
69826,non functional
72381,non functional
8565,functional
45849,functional
65739,functional
34967,functional
68586,non functional
37960,functional
21301,functional needs repair
57507,functional
1339,non functional
8906,non functional
41572,non functional
17783,non functional
12768,functional
35909,non functional
62799,functional
26187,non functional
20302,functional
40681,non functional
31209,non functional
26496,functional
30667,functional
69028,functional
55215,non functional
45977,non functional
20776,non functional
47468,functional
44142,non functional
63106,functional needs repair
43040,non functional
70569,functional
19263,functional
72513,functional
60452,functional
73598,functional
26425,functional
67109,functional
62902,non functional
24698,functional
54698,non functional
18621,non functional
27670,functional
20448,functional
65283,non functional
30279,non functional
52471,non functional
2038,non functional
23083,functional
34766,non functional
52360,functional
54996,non functional
37906,functional
34119,functional needs repair
39510,non functional
51378,non functional
67088,functional
13755,non functional
44763,functional
10252,functional
32102,functional
51089,non functional
28523,non functional
66625,functional
7010,functional
50694,functional
9429,functional needs repair
60963,functional needs repair
37853,functional
56551,functional needs repair
7264,non functional
72345,functional
52013,functional
43275,non functional
56661,functional
50627,non functional
54211,non functional
3818,functional
43916,functional
58550,non functional
62112,functional
15509,functional
54966,functional
15841,non functional
54238,non functional
65445,functional
35224,non functional
11819,non functional
42989,non functional
36063,functional
34559,functional
46080,functional
5097,functional
39511,functional
4937,non functional
6451,functional
55167,functional
51120,functional
26653,non functional
54043,functional
14052,non functional
24568,functional
1299,functional needs repair
39160,non functional
34232,functional
44502,functional
66784,non functional
55895,functional
1772,non functional
67229,non functional
63929,functional
50366,non functional
57003,non functional
60776,non functional
28403,functional
48737,non functional
29715,functional
22739,functional needs repair
65309,functional
35747,functional
290,functional
30443,non functional
47479,non functional
42981,functional needs repair
44211,functional
73683,functional
33252,functional
42535,non functional
9927,functional
35506,non functional
62800,non functional
27390,functional
58887,functional
29250,functional
49111,functional
30339,functional
23479,functional
67661,non functional
11870,non functional
71655,non functional
61364,functional
43511,functional
12634,functional
70855,functional
66805,functional
57940,functional
39231,non functional
33953,functional
14283,functional
3661,functional
59486,functional
1118,functional
41868,non functional
8361,functional
61546,non functional
63939,non functional
58463,functional
19785,non functional
15375,functional
27958,non functional
5452,functional
54799,functional
23044,non functional
2443,functional
45911,functional
42928,functional
35874,functional
102,non functional
33191,functional
55061,non functional
46448,functional
65843,functional
24361,non functional
64701,non functional
52627,non functional
6025,functional
14192,non functional
9844,functional
43072,functional
64874,functional
9745,functional
63605,functional
48944,non functional
60863,non functional
6618,functional
58465,functional
49915,functional
57543,functional
18953,non functional
17674,functional
40804,functional
46099,non functional
67597,non functional
58480,non functional
6848,functional
7054,functional
9363,functional
41056,non functional
21887,non functional
1910,functional
12558,functional
12761,non functional
5997,functional
25971,functional
65898,non functional
64617,functional
44267,functional
48221,functional
41283,functional
6898,functional
69519,non functional
72279,functional
2541,functional needs repair
5884,functional needs repair
59501,functional
56755,functional
44044,functional
70724,functional needs repair
19085,non functional
27991,functional
62017,functional
45804,functional
23471,non functional
3346,functional
5467,functional
8084,functional
14461,non functional
27605,non functional
52743,functional
34363,functional
24356,functional
45272,non functional
46475,functional
2229,non functional
35701,functional
31488,functional
59537,functional
52930,non functional
60631,functional
24764,functional
40439,functional
4045,non functional
19153,functional
70900,functional
13236,functional
3809,functional
72327,functional
52583,non functional
31623,non functional
39961,non functional
20937,functional
30671,non functional
36219,functional needs repair
66141,functional
6968,functional
11356,non functional
12803,functional
3176,functional
35158,non functional
38053,non functional
54664,functional
18702,non functional
58376,non functional
35178,functional
27448,non functional
61200,functional
73341,non functional
73282,functional
71670,functional
47529,functional
19879,non functional
18213,functional
63795,functional
64117,functional
65315,functional
52984,non functional
72649,non functional
10785,functional
10237,functional
8062,non functional
31242,functional
3658,functional
13807,functional
21908,functional
1730,non functional
69673,functional
12992,non functional
56798,non functional
17493,functional
32471,functional needs repair
22827,non functional
20098,functional
68063,functional
45781,non functional
10303,functional
305,functional
8140,non functional
13601,non functional
41550,functional
53168,non functional
32225,functional
27610,functional
19722,non functional
17359,functional
36595,non functional
171,functional
41044,functional
22039,functional
33253,functional
47020,functional
58069,functional
25792,functional
18100,non functional
16498,non functional
43854,non functional
13430,non functional
52412,functional
27832,functional
56856,functional
32489,non functional
51628,functional
10013,functional needs repair
23015,functional
39044,non functional
33886,functional
22068,non functional
38737,non functional
57913,non functional
53550,functional needs repair
26010,non functional
5182,functional
23293,functional
35016,functional
63531,non functional
11877,functional
51988,functional
39851,non functional
26236,non functional
52662,functional
38881,functional
17879,functional
18125,non functional
43265,functional
70223,functional
20073,functional
23088,functional
46315,non functional
39566,non functional
15699,functional
8659,functional
62243,functional
23135,functional
36589,functional
8676,non functional
50476,non functional
35199,functional
15779,functional
42051,functional
14406,functional
23529,non functional
15072,functional needs repair
57097,non functional
16519,functional
3371,functional
65989,functional
70096,functional
43280,functional
33843,non functional
37289,functional
17112,functional
48382,functional
43963,non functional
41589,non functional
14105,non functional
62390,functional
17498,functional
6671,functional
72621,non functional
17490,non functional
68848,functional
20517,non functional
12723,non functional
1472,functional
56268,functional
35753,non functional
13039,functional
17012,functional
11637,non functional
3690,functional
48672,non functional
15789,functional
30496,functional needs repair
68455,non functional
5356,non functional
48685,non functional
15954,functional
59744,non functional
47846,functional
65575,non functional
48145,non functional
62888,functional
17173,functional
58127,non functional
43494,functional
36942,non functional
32606,functional
27665,non functional
57018,non functional
62795,non functional
31176,functional
47590,functional
47913,functional
69033,non functional
28100,non functional
10990,non functional
70422,functional
2360,functional
64415,non functional
26189,non functional
1993,non functional
36521,non functional
43707,non functional
14995,functional
49669,non functional
14530,non functional
11077,non functional
50220,non functional
23376,functional
69162,non functional
15807,functional
7418,non functional
17664,functional
62417,non functional
73225,functional
45066,functional
72978,non functional
30428,functional
24647,functional
72310,non functional
7348,functional
5,functional
38215,non functional
43028,functional
23345,functional
46540,functional
9977,non functional
52539,functional
58927,non functional
23745,non functional
54320,functional
70374,functional
52574,functional
31141,non functional
54563,non functional
8857,functional
21904,non functional
31042,functional
11120,non functional
30854,non functional
5927,functional
2664,functional
8694,non functional
28319,functional
56230,functional
32002,non functional
10214,non functional
57095,functional needs repair
42216,non functional
73467,functional
31638,functional
2583,functional
1376,functional
31914,functional
62666,functional
69557,non functional
6539,functional
44828,functional
28324,non functional
22113,non functional
42746,functional
44894,non functional
67522,functional
10826,functional
49779,functional
33601,non functional
43919,functional needs repair
53956,functional
47867,functional
65461,functional
48262,functional
57989,functional
44825,non functional
55425,non functional
28348,non functional
52752,non functional
51368,functional needs repair
25252,non functional
5103,non functional
15624,functional
9241,functional
2052,non functional
5311,non functional
15431,functional
30359,non functional
49785,functional
1848,non functional
64060,functional
63998,non functional
35891,functional
32364,functional
60644,non functional
50633,functional
18273,functional
47967,functional
10572,functional
48689,functional
61145,non functional
15778,functional needs repair
54212,non functional
59583,functional
25475,functional
67450,non functional
63001,non functional
61599,functional
6624,functional
22337,non functional
57010,functional
36168,non functional
8606,functional
33511,non functional
43817,functional needs repair
53598,functional needs repair
37453,functional
71081,functional
20288,functional
7627,non functional
51376,functional
18230,functional
53137,non functional
37831,functional
71660,non functional
56668,non functional
21619,non functional
35296,functional
13494,non functional
70163,non functional
44162,functional
68542,non functional
45472,functional
19849,functional
10128,functional
44465,functional
58711,non functional
45644,non functional
69242,functional
34036,functional
23805,non functional
56720,functional
25013,functional
938,functional needs repair
73892,non functional
33474,non functional
50007,non functional
9463,functional
38303,functional
32130,non functional
61925,functional
41741,functional
5295,non functional
51316,functional
5023,non functional
51752,functional
48694,functional
22,functional
13167,non functional
39987,functional
8547,functional
32330,non functional
71387,functional
4448,functional needs repair
28856,non functional
55947,non functional
34059,functional
66161,functional
32439,non functional
29582,non functional
15798,functional
1983,functional
52604,functional
73265,functional
57587,non functional
21088,functional
63236,non functional
67736,functional
54853,functional
73420,functional
62138,functional
11889,functional
52797,non functional
71676,non functional
16083,functional
47428,non functional
9539,functional
21179,functional
41405,functional
14697,non functional
48020,non functional
35111,non functional
33030,functional
65113,functional
60584,non functional
42727,non functional
37623,functional
70742,functional
46332,non functional
19201,non functional
57451,functional
618,functional
18694,non functional
55614,functional
65801,non functional
3156,functional
6591,non functional
69442,non functional
45089,functional
6577,functional
11577,functional
15394,functional
64422,non functional
49480,functional
53092,non functional
70164,functional
65444,functional
36921,functional
64042,functional needs repair
11055,non functional
38041,functional
6199,functional
57297,functional
21668,functional
15873,non functional
26658,functional
60527,non functional
28034,functional
73446,functional
72982,functional needs repair
59382,functional
8054,non functional
8113,functional
32356,functional
68142,functional
56304,non functional
72181,functional needs repair
6537,functional
72660,functional
15494,non functional
15495,non functional
46636,non functional
55831,functional
23464,functional needs repair
45231,non functional
72746,non functional
19511,non functional
21089,functional
48899,non functional
13610,functional
52798,non functional
34431,functional
27142,functional
38269,functional
23926,non functional
18537,functional
24558,functional
21450,functional
3902,functional
13733,non functional
30838,functional
39887,functional
54824,non functional
42275,functional
3115,functional
2555,functional
60857,non functional
37346,functional needs repair
1585,functional
31576,functional
22937,non functional
71082,functional
26409,non functional
69800,functional
41936,functional
49586,functional
41140,functional
19005,functional
20329,functional
12465,functional needs repair
31271,functional
15483,non functional
3090,functional
17589,functional needs repair
3549,functional
64030,functional needs repair
45771,functional
34494,functional
72073,non functional
28919,non functional
24974,functional
4813,non functional
22779,functional
58811,non functional
12433,functional
30327,non functional
69270,non functional
50009,functional
1038,functional needs repair
29983,non functional
70371,non functional
58646,functional
28142,non functional
28450,functional
52657,functional
35806,functional
68166,non functional
71639,functional
1053,non functional
41049,functional
47400,non functional
68291,functional
10190,functional
59600,non functional
64458,functional
24665,functional
52330,functional
19570,functional
74015,functional
40894,non functional
15801,non functional
72774,non functional
73389,functional
10962,functional
44513,non functional
30389,functional
392,functional
69184,functional
72556,non functional
23282,functional
16033,non functional
1135,functional
73552,functional
70652,functional
7969,functional
53715,non functional
64959,functional
43910,functional
25458,non functional
18973,functional
53002,non functional
68958,functional
19065,functional
50835,functional
71763,non functional
29523,non functional
73373,non functional
68028,functional
18934,functional
47539,functional
36200,functional
14417,functional
62236,functional
11290,functional
42258,functional
1340,functional
15916,functional
65761,functional
5607,functional
49303,functional
32994,non functional
18834,non functional
21455,functional
24969,non functional
34281,functional
69636,non functional
52600,functional
56316,non functional
72974,non functional
41213,functional
54951,functional
53482,functional
12760,non functional
52661,non functional
44134,functional
37764,non functional
39734,functional
28355,non functional
40955,functional
55111,non functional
11445,functional needs repair
22178,non functional
29067,functional
50868,non functional
16568,functional
19506,functional needs repair
8794,functional
16196,non functional
22070,non functional
51094,non functional
11208,non functional
43560,functional
16616,non functional
58203,functional
72581,functional
132,functional needs repair
26760,non functional
1287,non functional
38922,functional
62527,functional
36009,functional needs repair
15522,functional
44105,functional needs repair
55019,functional
67962,functional
23482,non functional
21975,functional
65692,functional
44612,functional
66650,functional
63138,non functional
49947,functional
18845,functional
5915,functional
42218,functional
1182,functional
68528,functional
9911,non functional
54287,functional
54737,functional needs repair
31444,functional
28789,functional
20157,non functional
11817,functional
70185,functional
35094,functional
35149,non functional
63241,functional
45408,functional
27304,non functional
6984,functional
64013,non functional
240,functional
67115,functional
70398,functional
68950,non functional
47304,functional
15542,functional
6786,non functional
19908,non functional
1213,non functional
48464,non functional
34903,non functional
34691,non functional
59328,functional
41171,functional
46395,functional
60387,functional
35055,functional
18904,non functional
26338,non functional
58356,functional
27068,non functional
26907,functional
42283,functional
12004,functional
51239,non functional
44748,non functional
20568,functional needs repair
560,non functional
48094,functional
74077,non functional
10744,non functional
48676,non functional
66435,non functional
17369,functional
18199,non functional
38260,non functional
4154,functional
41170,functional
29769,functional
17937,non functional
19921,functional
52590,functional
25355,functional
11928,functional
19051,functional
41975,functional
18073,non functional
56207,non functional
64165,functional needs repair
33662,non functional
63615,non functional
55006,functional
62966,functional
29738,functional
25065,functional
15519,functional
73162,non functional
10989,functional
31068,functional
38478,functional
5167,functional needs repair
61618,non functional
73844,non functional
66199,functional
66449,functional
68930,functional
2689,non functional
59653,functional
25372,non functional
64286,functional
24298,non functional
50114,non functional
48307,non functional
34942,functional
21268,functional
52269,functional
40339,non functional
33926,non functional
46323,functional
37892,non functional
21385,functional
72184,non functional
54050,functional
36593,non functional
45901,functional
14893,functional
5330,non functional
27878,functional
27852,functional
754,functional
61483,functional
65317,non functional
54221,functional needs repair
66280,non functional
42997,functional
36926,non functional
27479,non functional
38778,non functional
36760,non functional
9094,functional
3767,non functional
4481,non functional
45668,non functional
14758,non functional
61207,functional
61526,functional needs repair
38024,functional
14415,functional
32674,functional
26800,functional needs repair
44678,functional
3247,non functional
73982,non functional
26879,functional
67134,functional
32372,functional
65858,non functional
13583,functional
52083,functional
26430,functional
73469,non functional
42396,functional
22652,functional
73109,functional
17779,functional
17724,functional
5543,functional
71424,functional
29399,functional
42521,functional
9300,non functional
43903,functional
2971,functional
56327,non functional
55758,functional
36205,non functional
33214,functional
45155,functional
42164,non functional
40066,functional
62352,functional
10883,functional
73333,functional
64675,functional
31229,non functional
72764,functional
2194,non functional
26372,functional
67249,functional
67288,functional
62008,functional
68160,functional
32821,functional
57679,functional
43207,non functional
6920,functional
23371,functional needs repair
23289,functional
44504,non functional
27891,non functional
22807,non functional
20556,non functional
33468,non functional
70776,functional
24480,functional
65111,functional
50862,functional
56967,functional
36865,functional
27260,non functional
64150,functional
68998,functional
52192,functional
59375,functional
28185,functional
41863,non functional
27965,non functional
52032,functional
60202,functional
71703,functional
33755,non functional
52191,functional
44571,functional
8252,functional
19070,functional
55642,functional
55016,functional
63496,functional
41716,non functional
50548,functional
65705,functional
29708,functional
45414,functional needs repair
54187,functional
9006,functional
7838,functional
50086,non functional
33877,functional
29992,non functional
36011,non functional
195,non functional
68056,non functional
12161,functional
2864,functional
21575,functional
17441,non functional
40768,non functional
40414,functional
46643,functional
29271,functional
291,functional
9131,functional
49178,functional
54114,functional
11720,functional
16865,non functional
33670,functional
24699,functional
16897,functional needs repair
26081,functional
13485,functional
53049,functional
27655,functional needs repair
63055,functional
8215,functional
12062,functional
7586,functional
42541,functional
67989,non functional
61555,functional
46167,non functional
44311,non functional
39308,functional
71310,functional
15052,functional
57574,functional
53030,non functional
38817,non functional
69093,non functional
1319,functional
15481,non functional
25341,non functional
565,functional
50615,functional
37424,functional
11423,functional
21460,non functional
7429,functional
51821,non functional
37785,non functional
47844,functional
64393,functional
23731,non functional
11213,functional
1918,non functional
23888,functional needs repair
16052,functional
38617,non functional
8567,functional
47283,functional
30622,non functional
57981,functional
47141,non functional
22193,functional
17696,non functional
69543,functional needs repair
40960,functional
15596,non functional
28380,non functional
64805,non functional
62668,functional
34946,functional needs repair
23699,functional
25864,functional
52111,non functional
30426,non functional
24374,functional
50486,functional
48813,functional needs repair
67906,non functional
69810,functional
7215,non functional
44530,functional
9738,non functional
50493,non functional
42421,functional
38074,functional needs repair
31896,non functional
7755,functional
71394,functional
70591,functional
10105,functional
31944,functional
70199,non functional
14557,functional
56286,functional
73973,non functional
42172,non functional
3931,functional needs repair
1168,functional
18885,functional
41859,functional
51030,functional
36504,functional
71045,functional
6248,functional needs repair
37838,functional
30240,non functional
65163,non functional
71667,functional
64120,non functional
11814,functional
4611,non functional
34572,non functional
23017,functional
9881,non functional
45403,functional
26629,functional
7176,functional
12975,functional
65194,functional
57674,functional
43261,functional
6750,non functional
48601,functional needs repair
2849,functional
7392,functional
209,non functional
68914,functional needs repair
18568,non functional
35805,functional
28285,functional
11505,functional
44677,functional
38701,non functional
14205,functional needs repair
50537,functional
11142,functional needs repair
3563,functional
2199,functional
5084,functional
39305,functional
19599,functional
66931,non functional
6215,functional
2023,functional
31942,non functional
45724,non functional
16719,functional
67599,functional
62137,functional
56483,functional
40143,non functional
68101,non functional
4247,functional
47554,functional
46997,functional
72675,functional
36819,functional
49247,functional
9101,non functional
73710,functional
8827,functional
73705,functional
55568,functional
67732,functional
54008,functional
53211,functional
20823,functional
43070,non functional
48798,non functional
6990,functional needs repair
30340,non functional
68997,non functional
26500,functional
67284,non functional
44334,functional
26926,non functional
51668,non functional
69995,functional
64630,functional needs repair
31729,non functional
64582,non functional
62111,functional
67253,functional
33847,functional
31394,functional
27830,functional
36482,non functional
73941,functional
5162,non functional
15166,non functional
13894,functional
40727,functional
71664,non functional
59643,non functional
16969,functional
44668,functional
54637,functional
18453,functional
42799,functional
51960,non functional
35944,functional
47490,non functional
42703,non functional
34234,non functional
34855,functional
14834,functional
27769,non functional
59491,non functional
1828,functional
66906,functional
42983,functional needs repair
7082,non functional
3079,functional
28900,non functional
71202,functional
43278,functional
72100,functional needs repair
32440,functional
73937,functional
66125,functional
13234,functional
41150,non functional
65127,functional
37493,functional
50435,non functional
44657,functional
59301,functional
49816,functional
1912,functional
54511,functional
34900,functional
39027,functional
41586,non functional
56141,functional
50125,functional
21203,functional
23736,functional
1987,functional
60458,functional
72230,functional
36586,functional
14827,functional
44419,functional
25110,functional
58150,non functional
44278,functional
41899,functional
10211,functional
72179,functional
21280,functional
60105,functional
21380,functional
58095,non functional
12273,non functional
12667,functional
24800,functional
10167,non functional
42474,non functional
46312,non functional
13973,functional
52337,non functional
72954,non functional
18895,functional
66816,non functional
23847,non functional
62982,functional
67581,functional
38171,functional
51991,functional
943,functional
73845,non functional
6510,functional
58368,functional
19014,non functional
45241,functional
12272,functional
19408,non functional
17261,functional
30031,non functional
59830,functional
26635,functional needs repair
6868,functional
31368,non functional
63116,functional
46473,non functional
34331,functional
2670,functional
26231,functional
34319,functional
16280,non functional
14153,functional
26257,non functional
60227,functional
42909,functional
35319,functional
8555,non functional
32691,non functional
39623,functional needs repair
13177,non functional
68590,functional
30709,functional
50465,non functional
2893,functional
72734,functional
42605,non functional
19881,functional
3204,functional
25906,non functional
52462,functional
26316,non functional
36978,non functional
43086,non functional
27717,non functional
27551,functional
34349,non functional
2187,non functional
55339,non functional
56095,functional needs repair
70457,functional
32154,functional
5943,non functional
26213,non functional
40907,functional
39210,functional
36955,non functional
56840,non functional
30109,functional
28907,functional
9061,non functional
66443,functional
60575,functional
30688,functional
59705,functional
8727,functional
63084,functional
52343,functional needs repair
22835,non functional
34203,non functional
46807,non functional
48826,functional
56834,functional
41848,non functional
17125,non functional
7593,functional
5032,functional
54562,functional
4377,functional
57595,functional needs repair
4480,non functional
53999,functional
37191,functional
61801,functional
43699,functional
37606,non functional
1394,functional
8959,functional
